# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
2.1600000,1.4100000,1.3953474,-0.0717894
2.1700000,1.4200000,1.4053474,-0.0694721
2.1800000,1.4300000,1.4153474,-0.0672447
2.1900000,1.4400000,1.4253474,-0.0651031
2.2000000,1.4500000,1.4353474,-0.0630434
2.2100000,1.4600000,1.4453474,-0.0610619
2.2200000,1.4700000,1.4553474,-0.0591552
2.2300000,1.4800000,1.4653474,-0.0573199
2.2400000,1.4900000,1.4753474,-0.0555529
2.2500000,1.5000000,1.4853474,-0.0538512
2.2600000,1.5100000,1.4953474,-0.0522120
2.2700000,1.5200000,1.5053474,-0.0506326
2.2800000,1.5300000,1.5153474,-0.0491104
2.2900000,1.5400000,1.5253474,-0.0476431
2.3000000,1.5500000,1.5353474,-0.0462282
2.3100000,1.5600000,1.5453474,-0.0448637
2.3200000,1.5700000,1.5553474,-0.0435473
2.3300000,1.5800000,1.5653474,-0.0422772
2.3400000,1.5900000,1.5753474,-0.0410514
