# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-0.3819568,-0.3819568,-0.1714615,218443.3548088
-0.3719568,-0.3719568,-0.1614615,241546.8232017
-0.3619568,-0.3619568,-0.1514615,240497.2757858
-0.3519568,-0.3519568,-0.1414615,202010.0322851
-0.3419568,-0.3419568,-0.1314615,184813.3674815
-0.3319568,-0.3319568,-0.1214615,191366.0238637
-0.3219568,-0.3219568,-0.1114615,206397.2879408
-0.3119568,-0.3119568,-0.1014615,192932.3540456
-0.3019568,-0.3019568,-0.0914615,164127.4022174
-0.2919568,-0.2919568,-0.0814615,156764.4925493
-0.2819568,-0.2819568,-0.0714615,170789.7906641
-0.2719568,-0.2719568,-0.0614615,148979.4573639
-0.2619568,-0.2619568,-0.0514615,111805.4300816
-0.2519568,-0.2519568,-0.0414615,82546.1631805
-0.2419568,-0.2419568,-0.0314615,60479.8829345
-0.2319568,-0.2319568,-0.0214615,49262.3835786
-0.2219568,-0.2219568,-0.0114615,44254.1870446
-0.2119568,-0.2119568,-0.0014615,42806.0428216
-0.2019568,-0.2019568,0.0085385,42276.3215440
-0.1919568,-0.1919568,0.0185385,41442.3334294
-0.1819568,-0.1819568,0.0285385,39925.3073614
-0.1719568,-0.1719568,0.0385385,38014.0476489
-0.1619568,-0.1619568,0.0485385,36664.4711259
-0.1519568,-0.1519568,0.0585385,37705.6827550
-0.1419568,-0.1419568,0.0685385,43325.7544427
-0.1319568,-0.1319568,0.0785385,54369.7703925
-0.1219568,-0.1219568,0.0885385,62930.3389115
-0.1119568,-0.1119568,0.0985385,68382.4186535
-0.1019568,-0.1019568,0.1085385,62258.2405459
-0.0919568,-0.0919568,0.1185385,54491.1649157
-0.0819568,-0.0819568,0.1285385,33816.6047436
-0.0719568,-0.0719568,0.1385385,20519.8543673
-0.0619568,-0.0619568,0.1485385,12459.5212945
-0.0519568,-0.0519568,0.1585385,7574.9082152
-0.0419568,-0.0419568,0.1685385,4607.5616433
-0.0319568,-0.0319568,0.1785385,2798.3896557
-0.0219568,-0.0219568,0.1885385,1709.7546676
-0.0119568,-0.0119568,0.1985385,1029.1590605
-0.0019568,-0.0019568,0.2085385,609.6577101
0.0080432,0.0080432,0.2185385,350.4586908
0.0180432,0.0180432,0.2285385,189.9954696
0.0280432,0.0280432,0.2385385,90.6661610
0.0380432,0.0380432,0.2485385,29.1633658
0.0480432,0.0480432,0.2585385,-8.5517303
0.0580432,0.0580432,0.2685385,-30.8966681
0.0680432,0.0680432,0.2785385,-43.3492455
0.0780432,0.0780432,0.2885385,-49.5306662
0.0880432,0.0880432,0.2985385,-51.7640293
0.0980432,0.0980432,0.3085385,-51.5486766
0.1080432,0.1080432,0.3185385,-49.8722951
0.1180432,0.1180432,0.3285385,-47.3849104
0.1280432,0.1280432,0.3385385,-44.5055234
0.1380432,0.1380432,0.3485385,-41.4970141
0.1480432,0.1480432,0.3585385,-38.5305658
0.1580432,0.1580432,0.3685385,-35.8384279
0.1680432,0.1680432,0.3785385,-33.9519812
0.1780432,0.1780432,0.3885385,-33.4162096
0.1880432,0.1880432,0.3985385,-34.1394040
0.1980432,0.1980432,0.4085385,-34.7671323
0.2080432,0.2080432,0.4185385,-34.8575760
0.2180432,0.2180432,0.4285385,-34.6199760
0.2280432,0.2280432,0.4385385,-34.0790695
0.2380432,0.2380432,0.4485385,-33.2532313
0.2480432,0.2480432,0.4585385,-32.2388644
0.2580432,0.2580432,0.4685385,-31.1604810
0.2680432,0.2680432,0.4785385,-30.1589385
0.2780432,0.2780432,0.4885385,-29.3364670
0.2880432,0.2880432,0.4985385,-28.6449744
0.2980432,0.2980432,0.5085385,-27.8743262
0.3080432,0.3080432,0.5185385,-26.8330621
0.3180432,0.3180432,0.5285385,-25.5112124
0.3280432,0.3280432,0.5385385,-24.0208993
0.3380432,0.3380432,0.5485385,-22.4857812
0.3480432,0.3480432,0.5585385,-20.9967391
0.3580432,0.3580432,0.5685385,-19.6124236
0.3680432,0.3680432,0.5785385,-18.3658446
0.3780432,0.3780432,0.5885385,-17.2624772
0.3880432,0.3880432,0.5985385,-16.2925308
0.3980432,0.3980432,0.6085385,-15.4419324
0.4080432,0.4080432,0.6185385,-14.6780537
0.4180432,0.4180432,0.6285385,-13.9532544
0.4280432,0.4280432,0.6385385,-13.2263614
0.4380432,0.4380432,0.6485385,-12.4842252
0.4480432,0.4480432,0.6585385,-11.7490581
0.4580432,0.4580432,0.6685385,-11.0600129
0.4680432,0.4680432,0.6785385,-10.4474990
0.4780432,0.4780432,0.6885385,-9.9337944
0.4880432,0.4880432,0.6985385,-9.5304571
0.4980432,0.4980432,0.7085385,-9.1928379
0.5080432,0.5080432,0.7185385,-8.8386935
0.5180432,0.5180432,0.7285385,-8.4108247
0.5280432,0.5280432,0.7385385,-7.9004800
0.5380432,0.5380432,0.7485385,-7.3373766
0.5480432,0.5480432,0.7585385,-6.7636325
0.5580432,0.5580432,0.7685385,-6.2134577
0.5680432,0.5680432,0.7785385,-5.7066859
0.5780432,0.5780432,0.7885385,-5.2508510
0.5880432,0.5880432,0.7985385,-4.8456745
0.5980432,0.5980432,0.8085385,-4.4869456
0.6080432,0.6080432,0.8185385,-4.1690365
0.6180432,0.6180432,0.8285385,-3.8862557
0.6280432,0.6280432,0.8385385,-3.6334504
0.6380432,0.6380432,0.8485385,-3.4061980
0.6480432,0.6480432,0.8585385,-3.2008000
0.6580432,0.6580432,0.8685385,-3.0141991
0.6680432,0.6680432,0.8785385,-2.8438746
0.6780432,0.6780432,0.8885385,-2.6877441
0.6880432,0.6880432,0.8985385,-2.5440784
0.6980432,0.6980432,0.9085385,-2.4114315
0.7080432,0.7080432,0.9185385,-2.2885854
0.7180432,0.7180432,0.9285385,-2.1745060
0.7280432,0.7280432,0.9385385,-2.0683087
0.7380432,0.7380432,0.9485385,-1.9692311
0.7480432,0.7480432,0.9585385,-1.8766114
0.7580432,0.7580432,0.9685385,-1.7898718
0.7680432,0.7680432,0.9785385,-1.7085044
0.7780432,0.7780432,0.9885385,-1.6320604
0.7880432,0.7880432,0.9985385,-1.5601413
0.7980432,0.7980432,1.0085385,-1.4923913
0.8080432,0.8080432,1.0185385,-1.4284920
0.8180432,0.8180432,1.0285385,-1.3681566
0.8280432,0.8280432,1.0385385,-1.3111263
0.8380432,0.8380432,1.0485385,-1.2571668
0.8480432,0.8480432,1.0585385,-1.2060652
0.8580432,0.8580432,1.0685385,-1.1576275
0.8680432,0.8680432,1.0785385,-1.1116765
0.8780432,0.8780432,1.0885385,-1.0680500
0.8880432,0.8880432,1.0985385,-1.0265992
0.8980432,0.8980432,1.1085385,-0.9871873
0.9080432,0.9080432,1.1185385,-0.9496882
0.9180432,0.9180432,1.1285385,-0.9139857
0.9280432,0.9280432,1.1385385,-0.8799722
0.9380432,0.9380432,1.1485385,-0.8475481
0.9480432,0.9480432,1.1585385,-0.8166212
0.9580432,0.9580432,1.1685385,-0.7871059
0.9680432,0.9680432,1.1785385,-0.7589224
0.9780432,0.9780432,1.1885385,-0.7319965
0.9880432,0.9880432,1.1985385,-0.7062593
0.9980432,0.9980432,1.2085385,-0.6816461
1.0080432,1.0080432,1.2185385,-0.6580969
1.0180432,1.0180432,1.2285385,-0.6355552
1.0280432,1.0280432,1.2385385,-0.6139683
1.0380432,1.0380432,1.2485385,-0.5932870
1.0480432,1.0480432,1.2585385,-0.5734648
1.0580432,1.0580432,1.2685385,-0.5544584
1.0680432,1.0680432,1.2785385,-0.5362270
1.0780432,1.0780432,1.2885385,-0.5187323
1.0880432,1.0880432,1.2985385,-0.5019381
1.0980432,1.0980432,1.3085385,-0.4858105
1.1080432,1.1080432,1.3185385,-0.4703175
1.1180432,1.1180432,1.3285385,-0.4554289
1.1280432,1.1280432,1.3385385,-0.4411164
1.1380432,1.1380432,1.3485385,-0.4273530
1.1480432,1.1480432,1.3585385,-0.4141134
1.1580432,1.1580432,1.3685385,-0.4013737
1.1680432,1.1680432,1.3785385,-0.3891111
1.1780432,1.1780432,1.3885385,-0.3773043
1.1880432,1.1880432,1.3985385,-0.3659328
1.1980432,1.1980432,1.4085385,-0.3549775
1.2080432,1.2080432,1.4185385,-0.3444202
1.2180432,1.2180432,1.4285385,-0.3342435
1.2280432,1.2280432,1.4385385,-0.3244311
1.2380432,1.2380432,1.4485385,-0.3149674
1.2480432,1.2480432,1.4585385,-0.3058376
1.2580432,1.2580432,1.4685385,-0.2970276
1.2680432,1.2680432,1.4785385,-0.2885242
1.2780432,1.2780432,1.4885385,-0.2803146
1.2880432,1.2880432,1.4985385,-0.2723868
1.2980432,1.2980432,1.5085385,-0.2647292
1.3080432,1.3080432,1.5185385,-0.2573310
1.3180432,1.3180432,1.5285385,-0.2501816
1.3280432,1.3280432,1.5385385,-0.2432712
1.3380432,1.3380432,1.5485385,-0.2365903
1.3480432,1.3480432,1.5585385,-0.2301299
1.3580432,1.3580432,1.5685385,-0.2238813
1.3680432,1.3680432,1.5785385,-0.2178364
1.3780432,1.3780432,1.5885385,-0.2119873
1.3880432,1.3880432,1.5985385,-0.2063264
1.3980432,1.3980432,1.6085385,-0.2008467
1.4080432,1.4080432,1.6185385,-0.1955413
1.4180432,1.4180432,1.6285385,-0.1904036
1.4280432,1.4280432,1.6385385,-0.1854275
1.4380432,1.4380432,1.6485385,-0.1806068
1.4480432,1.4480432,1.6585385,-0.1759360
1.4580432,1.4580432,1.6685385,-0.1714094
1.4680432,1.4680432,1.6785385,-0.1670220
1.4780432,1.4780432,1.6885385,-0.1627686
1.4880432,1.4880432,1.6985385,-0.1586444
1.4980432,1.4980432,1.7085385,-0.1546448
1.5080432,1.5080432,1.7185385,-0.1507654
1.5180432,1.5180432,1.7285385,-0.1470020
1.5280432,1.5280432,1.7385385,-0.1433504
1.5380432,1.5380432,1.7485385,-0.1398069
1.5480432,1.5480432,1.7585385,-0.1363676
1.5580432,1.5580432,1.7685385,-0.1330289
1.5680432,1.5680432,1.7785385,-0.1297875
1.5780432,1.5780432,1.7885385,-0.1266399
1.5880432,1.5880432,1.7985385,-0.1235830
1.5980432,1.5980432,1.8085385,-0.1206138
