# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
1.4050000,0.6550000,0.6327756,-0.5658639,18.9654350,-21.3176838
1.4100000,0.6600000,0.6377756,-0.5477255,18.9370572,-21.2190304
1.4150000,0.6650000,0.6427756,-0.5302914,18.9082466,-21.1225645
1.4200000,0.6700000,0.6477756,-0.5135297,18.8790273,-21.0281976
1.4250000,0.6750000,0.6527756,-0.4974106,18.8494220,-20.9358446
1.4300000,0.6800000,0.6577756,-0.4819053,18.8194528,-20.8454240
1.4350000,0.6850000,0.6627756,-0.4669867,18.7891403,-20.7568579
1.4400000,0.6900000,0.6677756,-0.4526290,18.7585043,-20.6700718
1.4450000,0.6950000,0.6727756,-0.4388074,18.7275638,-20.5849947
1.4500000,0.7000000,0.6777756,-0.4254986,18.6963369,-20.5015587
1.4550000,0.7050000,0.6827756,-0.4126804,18.6648406,-20.4196994
1.4600000,0.7100000,0.6877756,-0.4003316,18.6330914,-20.3393551
1.4650000,0.7150000,0.6927756,-0.3884321,18.6011050,-20.2604673
1.4700000,0.7200000,0.6977756,-0.3769626,18.5688962,-20.1829801
1.4750000,0.7250000,0.7027756,-0.3659050,18.5364793,-20.1068404
1.4800000,0.7300000,0.7077756,-0.3552419,18.5038680,-20.0319976
1.4850000,0.7350000,0.7127756,-0.3449567,18.4710750,-19.9584035
1.4900000,0.7400000,0.7177756,-0.3350338,18.4381130,-19.8860122
1.4950000,0.7450000,0.7227756,-0.3254580,18.4049936,-19.8147800
1.5000000,0.7500000,0.7277756,-0.3162152,18.3717282,-19.7446651
1.5050000,0.7550000,0.7327756,-0.3072917,18.3383275,-19.6756280
1.5100000,0.7600000,0.7377756,-0.2986746,18.3048018,-19.6076307
1.5150000,0.7650000,0.7427756,-0.2903513,18.2711610,-19.5406371
1.5200000,0.7700000,0.7477756,-0.2823102,18.2374145,-19.4746129
1.5250000,0.7750000,0.7527756,-0.2745400,18.2035711,-19.4095252
1.5300000,0.7800000,0.7577756,-0.2670299,18.1696396,-19.3453426
1.5350000,0.7850000,0.7627756,-0.2597697,18.1356281,-19.2820353
1.5400000,0.7900000,0.7677756,-0.2527496,18.1015443,-19.2195746
1.5450000,0.7950000,0.7727756,-0.2459601,18.0673959,-19.1579333
1.5500000,0.8000000,0.7777756,-0.2393925,18.0331900,-19.0970853
1.5550000,0.8050000,0.7827756,-0.2330380,17.9989333,-19.0370056
1.5600000,0.8100000,0.7877756,-0.2268887,17.9646325,-18.9776704
1.5650000,0.8150000,0.7927756,-0.2209366,17.9302937,-18.9190570
1.5700000,0.8200000,0.7977756,-0.2151743,17.8959230,-18.8611434
1.5750000,0.8250000,0.8027756,-0.2095947,17.8615261,-18.8039087
1.5800000,0.8300000,0.8077756,-0.2041910,17.8271084,-18.7473330
1.5850000,0.8350000,0.8127756,-0.1989565,17.7926752,-18.6913970
1.5900000,0.8400000,0.8177756,-0.1938851,17.7582314,-18.6360825
1.5950000,0.8450000,0.8227756,-0.1889708,17.7237818,-18.5813717
1.6000000,0.8500000,0.8277756,-0.1842077,17.6893311,-18.5272479
1.6050000,0.8550000,0.8327756,-0.1795906,17.6548835,-18.4736947
1.6100000,0.8600000,0.8377756,-0.1751139,17.6204433,-18.4206967
1.6150000,0.8650000,0.8427756,-0.1707728,17.5860145,-18.3682388
1.6200000,0.8700000,0.8477756,-0.1665624,17.5516008,-18.3163069
1.6250000,0.8750000,0.8527756,-0.1624780,17.5172060,-18.2648870
1.6300000,0.8800000,0.8577756,-0.1585152,17.4828335,-18.2139660
1.6350000,0.8850000,0.8627756,-0.1546697,17.4484866,-18.1635312
1.6400000,0.8900000,0.8677756,-0.1509375,17.4141687,-18.1135703
1.6450000,0.8950000,0.8727756,-0.1473145,17.3798826,-18.0640716
