# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
1.5200000,0.7700000,0.7401329,-1.2459121
1.5300000,0.7800000,0.7501329,-1.1693704
1.5400000,0.7900000,0.7601329,-1.0985915
1.5500000,0.8000000,0.7701329,-1.0330901
1.5600000,0.8100000,0.7801329,-0.9724146
1.5700000,0.8200000,0.7901329,-0.9161503
1.5800000,0.8300000,0.8001329,-0.8639190
1.5900000,0.8400000,0.8101329,-0.8153772
1.6000000,0.8500000,0.8201329,-0.7702140
1.6100000,0.8600000,0.8301329,-0.7281480
1.6200000,0.8700000,0.8401329,-0.6889245
1.6300000,0.8800000,0.8501329,-0.6523131
1.6400000,0.8900000,0.8601329,-0.6181049
1.6500000,0.9000000,0.8701329,-0.5861106
1.6600000,0.9100000,0.8801329,-0.5561583
1.6700000,0.9200000,0.8901329,-0.5280917
1.6800000,0.9300000,0.9001329,-0.5017684
1.6900000,0.9400000,0.9101329,-0.4770586
1.7000000,0.9500000,0.9201329,-0.4538441
1.7100000,0.9600000,0.9301329,-0.4320164
1.7200000,0.9700000,0.9401329,-0.4114766
1.7300000,0.9800000,0.9501329,-0.3921339
1.7400000,0.9900000,0.9601329,-0.3739050
1.7500000,1.0000000,0.9701329,-0.3567132
1.7600000,1.0100000,0.9801329,-0.3404884
1.7700000,1.0200000,0.9901329,-0.3251656
1.7800000,1.0300000,1.0001329,-0.3106851
1.7900000,1.0400000,1.0101329,-0.2969919
1.8000000,1.0500000,1.0201329,-0.2840350
1.8100000,1.0600000,1.0301329,-0.2717673
1.8200000,1.0700000,1.0401329,-0.2601453
1.8300000,1.0800000,1.0501329,-0.2491286
1.8400000,1.0900000,1.0601329,-0.2386798
1.8500000,1.1000000,1.0701329,-0.2287641
1.8600000,1.1100000,1.0801329,-0.2193494
1.8700000,1.1200000,1.0901329,-0.2104055
1.8800000,1.1300000,1.1001329,-0.2019046
1.8900000,1.1400000,1.1101329,-0.1938208
1.9000000,1.1500000,1.1201329,-0.1861297
1.9100000,1.1600000,1.1301329,-0.1788088
1.9200000,1.1700000,1.1401329,-0.1718370
1.9300000,1.1800000,1.1501329,-0.1651947
1.9400000,1.1900000,1.1601329,-0.1588634
1.9500000,1.2000000,1.1701329,-0.1528259
1.9600000,1.2100000,1.1801329,-0.1470662
1.9700000,1.2200000,1.1901329,-0.1415691
1.9800000,1.2300000,1.2001329,-0.1363205
1.9900000,1.2400000,1.2101329,-0.1313071
2.0000000,1.2500000,1.2201329,-0.1265165
2.0100000,1.2600000,1.2301329,-0.1219370
2.0200000,1.2700000,1.2401329,-0.1175577
2.0300000,1.2800000,1.2501329,-0.1133683
2.0400000,1.2900000,1.2601329,-0.1093590
2.0500000,1.3000000,1.2701329,-0.1055207
2.0600000,1.3100000,1.2801329,-0.1018449
2.0700000,1.3200000,1.2901329,-0.0983234
2.0800000,1.3300000,1.3001329,-0.0949486
2.0900000,1.3400000,1.3101329,-0.0917133
2.1000000,1.3500000,1.3201329,-0.0886108
2.1100000,1.3600000,1.3301329,-0.0856346
2.1200000,1.3700000,1.3401329,-0.0827787
2.1300000,1.3800000,1.3501329,-0.0800374
2.1400000,1.3900000,1.3601329,-0.0774052
2.1500000,1.4000000,1.3701329,-0.0748771
2.1600000,1.4100000,1.3801329,-0.0724483
2.1700000,1.4200000,1.3901329,-0.0701141
2.1800000,1.4300000,1.4001329,-0.0678702
2.1900000,1.4400000,1.4101329,-0.0657125
2.2000000,1.4500000,1.4201329,-0.0636372
2.2100000,1.4600000,1.4301329,-0.0616405
2.2200000,1.4700000,1.4401329,-0.0597190
2.2300000,1.4800000,1.4501329,-0.0578694
2.2400000,1.4900000,1.4601329,-0.0560884
2.2500000,1.5000000,1.4701329,-0.0543731
2.2600000,1.5100000,1.4801329,-0.0527207
2.2700000,1.5200000,1.4901329,-0.0511284
2.2800000,1.5300000,1.5001329,-0.0495938
2.2900000,1.5400000,1.5101329,-0.0481143
2.3000000,1.5500000,1.5201329,-0.0466876
2.3100000,1.5600000,1.5301329,-0.0453115
2.3200000,1.5700000,1.5401329,-0.0439840
2.3300000,1.5800000,1.5501329,-0.0427030
2.3400000,1.5900000,1.5601329,-0.0414666
