# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
1.6641474,1.6641474,1.8712702,-0.0342595,-0.0267891,-0.0840691
1.6691474,1.6691474,1.8762702,-0.0338504,-0.0264693,-0.0830654
1.6741474,1.6741474,1.8812702,-0.0334473,-0.0261540,-0.0820760
1.6791474,1.6791474,1.8862702,-0.0330498,-0.0258432,-0.0811007
1.6841474,1.6841474,1.8912702,-0.0326579,-0.0255368,-0.0801391
1.6891474,1.6891474,1.8962702,-0.0322715,-0.0252347,-0.0791910
1.6941474,1.6941474,1.9012702,-0.0318906,-0.0249368,-0.0782563
1.6991474,1.6991474,1.9062702,-0.0315151,-0.0246432,-0.0773347
1.7041474,1.7041474,1.9112702,-0.0311447,-0.0243536,-0.0764259
1.7091474,1.7091474,1.9162702,-0.0307796,-0.0240681,-0.0755299
1.7141474,1.7141474,1.9212702,-0.0304195,-0.0237865,-0.0746463
1.7191474,1.7191474,1.9262702,-0.0300645,-0.0235089,-0.0737750
1.7241474,1.7241474,1.9312702,-0.0297143,-0.0232351,-0.0729158
1.7291474,1.7291474,1.9362702,-0.0293690,-0.0229651,-0.0720685
1.7341474,1.7341474,1.9412702,-0.0290285,-0.0226988,-0.0712328
1.7391474,1.7391474,1.9462702,-0.0286926,-0.0224361,-0.0704087
1.7441474,1.7441474,1.9512702,-0.0283614,-0.0221771,-0.0695959
1.7491474,1.7491474,1.9562702,-0.0280347,-0.0219217,-0.0687942
1.7541474,1.7541474,1.9612702,-0.0277124,-0.0216697,-0.0680034
1.7591474,1.7591474,1.9662702,-0.0273946,-0.0214211,-0.0672234
1.7641474,1.7641474,1.9712702,-0.0270810,-0.0211760,-0.0664541
1.7691474,1.7691474,1.9762702,-0.0267718,-0.0209341,-0.0656952
1.7741474,1.7741474,1.9812702,-0.0264667,-0.0206956,-0.0649465
1.7791474,1.7791474,1.9862702,-0.0261657,-0.0204603,-0.0642080
1.7841474,1.7841474,1.9912702,-0.0258688,-0.0202281,-0.0634794
1.7891474,1.7891474,1.9962702,-0.0255759,-0.0199990,-0.0627607
1.7941474,1.7941474,2.0012702,-0.0252869,-0.0197731,-0.0620515
1.7991474,1.7991474,2.0062702,-0.0250018,-0.0195501,-0.0613519
1.8041474,1.8041474,2.0112702,-0.0247205,-0.0193302,-0.0606616
1.8091474,1.8091474,2.0162702,-0.0244429,-0.0191131,-0.0599805
1.8141474,1.8141474,2.0212702,-0.0241691,-0.0188990,-0.0593085
1.8191474,1.8191474,2.0262702,-0.0238988,-0.0186877,-0.0586453
1.8241474,1.8241474,2.0312702,-0.0236322,-0.0184792,-0.0579910
1.8291474,1.8291474,2.0362702,-0.0233691,-0.0182734,-0.0573453
1.8341474,1.8341474,2.0412702,-0.0231094,-0.0180704,-0.0567081
1.8391474,1.8391474,2.0462702,-0.0228531,-0.0178700,-0.0560793
1.8441474,1.8441474,2.0512702,-0.0226003,-0.0176722,-0.0554587
1.8491474,1.8491474,2.0562702,-0.0223507,-0.0174771,-0.0548463
1.8541474,1.8541474,2.0612702,-0.0221044,-0.0172845,-0.0542419
1.8591474,1.8591474,2.0662702,-0.0218613,-0.0170944,-0.0536453
1.8641474,1.8641474,2.0712702,-0.0216213,-0.0169068,-0.0530566
1.8691474,1.8691474,2.0762702,-0.0213845,-0.0167216,-0.0524754
1.8741474,1.8741474,2.0812702,-0.0211507,-0.0165388,-0.0519018
1.8791474,1.8791474,2.0862702,-0.0209200,-0.0163584,-0.0513356
1.8841474,1.8841474,2.0912702,-0.0206922,-0.0161803,-0.0507767
1.8891474,1.8891474,2.0962702,-0.0204674,-0.0160045,-0.0502250
1.8941474,1.8941474,2.1012702,-0.0202455,-0.0158309,-0.0496804
1.8991474,1.8991474,2.1062702,-0.0200264,-0.0156596,-0.0491427
1.9041474,1.9041474,2.1112702,-0.0198101,-0.0154905,-0.0486120
1.9091474,1.9091474,2.1162702,-0.0195966,-0.0153235,-0.0480880
1.9141474,1.9141474,2.1212702,-0.0193857,-0.0151586,-0.0475706
1.9191474,1.9191474,2.1262702,-0.0191776,-0.0149959,-0.0470599
1.9241474,1.9241474,2.1312702,-0.0189721,-0.0148352,-0.0465556
1.9291474,1.9291474,2.1362702,-0.0187692,-0.0146766,-0.0460578
1.9341474,1.9341474,2.1412702,-0.0185689,-0.0145199,-0.0455662
1.9391474,1.9391474,2.1462702,-0.0183711,-0.0143652,-0.0450808
1.9441474,1.9441474,2.1512702,-0.0181758,-0.0142125,-0.0446015
1.9491474,1.9491474,2.1562702,-0.0179829,-0.0140617,-0.0441282
1.9541474,1.9541474,2.1612702,-0.0177924,-0.0139128,-0.0436609
1.9591474,1.9591474,2.1662702,-0.0176044,-0.0137657,-0.0431994
1.9641474,1.9641474,2.1712702,-0.0174186,-0.0136205,-0.0427436
1.9691474,1.9691474,2.1762702,-0.0172352,-0.0134771,-0.0422935
1.9741474,1.9741474,2.1812702,-0.0170541,-0.0133354,-0.0418491
1.9791474,1.9791474,2.1862702,-0.0168752,-0.0131955,-0.0414101
1.9841474,1.9841474,2.1912702,-0.0166985,-0.0130574,-0.0409765
1.9891474,1.9891474,2.1962702,-0.0165241,-0.0129210,-0.0405484
1.9941474,1.9941474,2.2012702,-0.0163517,-0.0127862,-0.0401255
1.9991474,1.9991474,2.2062702,-0.0161815,-0.0126531,-0.0397078
