# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
2.5100000,1.7600000,1.7317333,-0.0109369,0.0039301,-0.0429787
2.5150000,1.7650000,1.7367333,-0.0107898,0.0039448,-0.0424851
2.5200000,1.7700000,1.7417333,-0.0106451,0.0039585,-0.0419985
2.5250000,1.7750000,1.7467333,-0.0105027,0.0039711,-0.0415186
2.5300000,1.7800000,1.7517333,-0.0103626,0.0039827,-0.0410453
2.5350000,1.7850000,1.7567333,-0.0102247,0.0039933,-0.0405786
2.5400000,1.7900000,1.7617333,-0.0100890,0.0040030,-0.0401184
2.5450000,1.7950000,1.7667333,-0.0099554,0.0040116,-0.0396645
2.5500000,1.8000000,1.7717333,-0.0098240,0.0040194,-0.0392168
2.5550000,1.8050000,1.7767333,-0.0096946,0.0040263,-0.0387753
2.5600000,1.8100000,1.7817333,-0.0095672,0.0040323,-0.0383398
2.5650000,1.8150000,1.7867333,-0.0094419,0.0040375,-0.0379101
2.5700000,1.8200000,1.7917333,-0.0093185,0.0040419,-0.0374864
2.5750000,1.8250000,1.7967333,-0.0091971,0.0040454,-0.0370683
2.5800000,1.8300000,1.8017333,-0.0090775,0.0040482,-0.0366559
2.5850000,1.8350000,1.8067333,-0.0089598,0.0040503,-0.0362490
2.5900000,1.8400000,1.8117333,-0.0088439,0.0040516,-0.0358476
2.5950000,1.8450000,1.8167333,-0.0087298,0.0040522,-0.0354515
2.6000000,1.8500000,1.8217333,-0.0086174,0.0040522,-0.0350607
2.6050000,1.8550000,1.8267333,-0.0085068,0.0040514,-0.0346751
2.6100000,1.8600000,1.8317333,-0.0083978,0.0040500,-0.0342946
2.6150000,1.8650000,1.8367333,-0.0082906,0.0040480,-0.0339192
2.6200000,1.8700000,1.8417333,-0.0081849,0.0040454,-0.0335486
2.6250000,1.8750000,1.8467333,-0.0080809,0.0040422,-0.0331830
2.6300000,1.8800000,1.8517333,-0.0079784,0.0040384,-0.0328221
2.6350000,1.8850000,1.8567333,-0.0078775,0.0040341,-0.0324660
2.6400000,1.8900000,1.8617333,-0.0077782,0.0040292,-0.0321144
2.6450000,1.8950000,1.8667333,-0.0076803,0.0040238,-0.0317675
2.6500000,1.9000000,1.8717333,-0.0075838,0.0040178,-0.0314250
2.6550000,1.9050000,1.8767333,-0.0074888,0.0040114,-0.0310869
